name,company,year,Price,kms_driven,fuel_type
Sonet,Kia,2022,670824,115112,Diesel
Glanza,Toyota,2022,909150,56777,CNG
Creta,Hyundai,2021,1895250,12508,Petrol
Ertiga,Maruti Suzuki,2021,1900800,15645,Petrol
Verna,Hyundai,2022,800052,67370,Diesel
Triber,Renault,2023,842160,50875,Petrol
Creta,Hyundai,2022,229105,56248,Petrol
Creta,Hyundai,2023,576056,110642,CNG
Duster,Renault,2021,1270500,45650,Petrol
Altroz,Tata,2023,1020727,75699,CNG
Ignis,Maruti Suzuki,2022,1593207,146739,Diesel
XUV500,Mahindra,2020,329175,143913,Diesel
Sonet,Kia,2020,658350,106511,Diesel
Taigun,Volkswagen,2023,381150,137375,Petrol
Venue,Hyundai,2022,1715175,179771,Petrol
S-Presso,Maruti Suzuki,2020,498750,145184,Petrol
WR-V,Honda,2021,1069818,152313,Diesel
Glanza,Toyota,2021,660000,161051,Petrol
S-Presso,Maruti Suzuki,2021,1282500,163323,Petrol
F-Pace,Jaguar,2022,259107,85310,CNG
Ameo,Volkswagen,2020,1243717,90236,Petrol
Fortuner,Toyota,2021,346500,161768,Petrol
Jazz,Honda,2020,2144340,29770,Petrol
Urban Cruiser,Toyota,2021,1388520,55248,Diesel
Jazz,Honda,2021,1754460,44084,Diesel
Ignis,Maruti Suzuki,2020,871200,137107,Petrol
Ignis,Maruti Suzuki,2020,1306305,81724,Petrol
S-Presso,Maruti Suzuki,2023,1100000,36911,Petrol
Urban Cruiser,Toyota,2020,1105335,55086,Diesel
WR-V,Honda,2020,1648867,99315,Diesel
Ignis,Maruti Suzuki,2023,478500,67274,Petrol
Taigun,Volkswagen,2022,1326402,53166,Petrol
Ignis,Maruti Suzuki,2020,852862,122398,CNG
i20,Hyundai,2023,589512,96114,Petrol
Creta,Hyundai,2023,1472625,167294,Petrol
S-Presso,Maruti Suzuki,2020,495000,124898,Petrol
Celerio,Maruti Suzuki,2023,1197000,32523,Diesel
Swift,Maruti Suzuki,2021,497486,85458,Petrol
Tigor,Tata,2020,1254000,48357,Petrol
Thar,Mahindra,2020,1607760,79055,Petrol
Alto,Maruti Suzuki,2023,605000,10235,Petrol
Sonet,Kia,2020,1205820,85685,Petrol
Grand i10,Hyundai,2021,550000,26516,Diesel
S-Presso,Maruti Suzuki,2020,1760000,46679,Diesel
Innova,Toyota,2021,783750,136984,Petrol
Ignis,Maruti Suzuki,2023,1105335,61141,Electric
Q3,Audi,2022,1900123,78367,Diesel
Thar,Mahindra,2020,658350,132752,Petrol
Celerio,Maruti Suzuki,2023,1430000,42398,Petrol
Harrier,Tata,2022,433912,65074,Petrol
Alto,Maruti Suzuki,2023,1156117,69090,Petrol
Ignis,Maruti Suzuki,2023,1405050,84475,Petrol
Swift,Maruti Suzuki,2021,898240,92527,Petrol
Baleno,Maruti Suzuki,2023,218496,142609,Electric
Creta,Hyundai,2021,1197000,39404,Petrol
Carens,Kia,2023,1254000,43865,Petrol
Urban Cruiser,Toyota,2022,1524600,102807,Petrol
Slavia,Skoda,2023,1149500,32153,Petrol
Etios,Toyota,2020,964809,66753,Petrol
Glanza,Toyota,2022,1520000,32945,Diesel
Urban Cruiser,Toyota,2020,1154693,79055,Diesel
Swift,Maruti Suzuki,2021,643720,47068,Diesel
Celerio,Maruti Suzuki,2021,1949400,49504,Petrol
Venue,Hyundai,2021,353707,89114,Diesel
Venue,Hyundai,2022,381150,135153,Diesel
S-Presso,Maruti Suzuki,2023,891000,111403,Diesel
Venue,Hyundai,2020,1559250,131592,Petrol
X3,BMW,2022,351384,140643,Petrol
Glanza,Toyota,2021,990000,11626,Diesel
Harrier,Tata,2020,1234406,129903,Petrol
Urban Cruiser,Toyota,2020,1299375,124678,Petrol
X3,BMW,2022,726000,22373,Petrol
Aura,Hyundai,2022,1018875,123097,Diesel
Ertiga,Maruti Suzuki,2022,213750,174211,Petrol
Aura,Hyundai,2020,1149500,32879,Petrol
Celerio,Maruti Suzuki,2021,880057,93853,Diesel
Harrier,Tata,2020,762300,154665,Electric
Celerio,Maruti Suzuki,2023,577500,13642,Diesel
Tiago,Tata,2022,1473780,50899,Diesel
Harrier,Tata,2023,1596103,53286,CNG
Baleno,Maruti Suzuki,2021,860745,137456,Petrol
Altroz,Tata,2021,1105335,81612,Hybrid
Verna,Hyundai,2021,875471,159658,Petrol
Baleno,Maruti Suzuki,2022,623700,142854,Petrol
Celerio,Maruti Suzuki,2023,980100,116318,Petrol
Tiago,Tata,2020,1414828,59058,Hybrid
WagonR,Maruti Suzuki,2020,1402500,151359,Diesel
Fortuner,Toyota,2023,1069964,52892,Petrol
Aura,Hyundai,2020,760049,73708,CNG
S-Presso,Maruti Suzuki,2022,478500,97179,Petrol
Evoque,Range Rover,2020,2200143,77861,Electric
Altroz,Tata,2021,1567500,122498,Petrol
Grand i10,Hyundai,2021,1254000,172472,Diesel
Celerio,Maruti Suzuki,2021,1626900,95663,Petrol
S-Presso,Maruti Suzuki,2020,1231200,159646,Petrol
XUV500,Mahindra,2020,329175,132999,Petrol
XUV500,Mahindra,2021,762300,158109,Petrol
Glanza,Toyota,2023,689990,132738,Diesel
Altroz,Tata,2021,742500,158976,Petrol
Venue,Hyundai,2023,921690,152168,Diesel
Venue,Hyundai,2022,271569,152224,CNG
Dzire,Maruti Suzuki,2023,1029283,107778,Petrol
Sonet,Kia,2022,721683,84784,Hybrid
Ameo,Volkswagen,2020,1468277,52792,Petrol
Ignis,Maruti Suzuki,2021,314202,87275,Petrol
Jazz,Honda,2022,714780,46537,Petrol
Nexon,Tata,2022,1426425,25631,CNG
Ertiga,Maruti Suzuki,2023,495900,52129,Petrol
Aura,Hyundai,2023,367840,49551,Petrol
Ertiga,Maruti Suzuki,2020,871200,139082,Diesel
Celerio,Maruti Suzuki,2020,1755600,23630,Petrol
Kiger,Renault,2022,519750,114422,Petrol
City,Honda,2023,862125,109316,Petrol
S-Presso,Maruti Suzuki,2022,423225,150608,CNG
Fortuner,Toyota,2022,673312,137981,Petrol
Taigun,Volkswagen,2023,508200,41437,Petrol
Alto,Maruti Suzuki,2022,1029600,155892,Petrol
Creta,Hyundai,2023,1227295,32463,Petrol
Swift,Maruti Suzuki,2023,506929,137976,Petrol
Kwid,Renault,2023,861300,92169,Diesel
Urban Cruiser,Toyota,2020,716943,173387,CNG
Thar,Mahindra,2021,1374634,77511,Diesel
S-Presso,Maruti Suzuki,2021,548625,170071,CNG
Venue,Hyundai,2022,1205820,57155,Diesel
Aura,Hyundai,2021,1727385,62046,Diesel
Ignis,Maruti Suzuki,2022,1061448,178053,CNG
WagonR,Maruti Suzuki,2022,1306305,53461,Petrol
Nexon,Tata,2020,1097250,27992,Petrol
Amaze,Honda,2022,847989,70935,Petrol
Grand i10,Hyundai,2020,1710000,36386,Diesel
Altroz,Tata,2020,1320000,41065,Petrol
Celerio,Maruti Suzuki,2021,2090000,19416,Petrol
Celerio,Maruti Suzuki,2021,1848000,42684,Diesel
Venue,Hyundai,2020,838530,174301,Electric
Ignis,Maruti Suzuki,2023,1384240,44778,Petrol
S-Presso,Maruti Suzuki,2020,880486,98989,Petrol
Aspire,Ford,2020,1135737,88370,Petrol
S-Presso,Maruti Suzuki,2022,568575,148522,CNG
Seltos,Kia,2020,1795500,28099,Petrol
Altroz,Tata,2021,1296926,87335,Petrol
Aura,Hyundai,2021,1149500,11819,Diesel
Dzire,Maruti Suzuki,2022,1340776,109805,Diesel
Triber,Renault,2020,1237500,121361,Petrol
Aura,Hyundai,2021,1491832,60824,Petrol
Ignis,Maruti Suzuki,2020,247500,154363,Petrol
Baleno,Maruti Suzuki,2021,418176,46443,Petrol
Swift,Maruti Suzuki,2022,526680,113238,Diesel
Baleno,Maruti Suzuki,2021,1269675,166233,CNG
Dzire,Maruti Suzuki,2022,548625,136973,Petrol
Altroz,Tata,2021,313500,168556,Petrol
Harrier,Tata,2022,1168351,42270,CNG
Ignis,Maruti Suzuki,2021,975744,170633,Diesel
Aura,Hyundai,2020,1672000,19543,Diesel
Celerio,Maruti Suzuki,2021,1158300,129569,Diesel
Ignis,Maruti Suzuki,2023,1531200,57031,Petrol
Alto,Maruti Suzuki,2023,446925,135276,CNG
Urban Cruiser,Toyota,2020,346500,145359,Petrol
Creta,Hyundai,2022,1879069,96375,Electric
Micra,Nissan,2020,1485000,173002,Diesel
Ignis,Maruti Suzuki,2020,1478400,15112,Diesel
Baleno,Maruti Suzuki,2020,725587,74154,Petrol
Aspire,Ford,2021,1083000,11434,Petrol
Dzire,Maruti Suzuki,2021,1545555,52648,Petrol
Celerio,Maruti Suzuki,2021,313632,132252,Petrol
S-Presso,Maruti Suzuki,2022,342000,176577,Diesel
Aura,Hyundai,2023,320020,69642,Petrol
Tigor,Tata,2021,676875,153017,Diesel
Venue,Hyundai,2023,1778700,46027,Petrol
Carens,Kia,2023,2200000,20382,Petrol
WagonR,Maruti Suzuki,2022,1053360,134753,CNG
Urban Cruiser,Toyota,2021,1403325,129009,Petrol
Aura,Hyundai,2023,748552,101287,Electric
5 Series,BMW,2023,1038180,151887,Petrol
Scorpio,Mahindra,2020,1039500,43225,Petrol
S-Presso,Maruti Suzuki,2020,1235000,27859,Diesel
WR-V,Honda,2022,180093,166072,Diesel
Figo,Ford,2021,1028850,40360,CNG
Celerio,Maruti Suzuki,2021,677160,102721,Diesel
Magnite,Nissan,2022,1425501,151124,Diesel
Urban Cruiser,Toyota,2020,530560,91439,Petrol
WR-V,Honda,2021,861840,37986,Diesel
X1,BMW,2022,275880,116612,Petrol
Urban Cruiser,Toyota,2021,1372140,141514,Diesel
Tigor,Tata,2021,1567500,115808,Diesel
Urban Cruiser,Toyota,2022,433125,146897,Diesel
Creta,Hyundai,2022,954607,71649,Diesel
Venue,Hyundai,2020,1122187,133552,Diesel
Swift,Maruti Suzuki,2021,1266289,106578,Diesel
S-Presso,Maruti Suzuki,2021,297825,37483,CNG
Amaze,Honda,2023,1669199,84146,Diesel
Venue,Hyundai,2022,972694,61924,Diesel
S-Presso,Maruti Suzuki,2021,980100,146190,Petrol
Aura,Hyundai,2021,574750,30081,Petrol
S-Presso,Maruti Suzuki,2020,1694000,11087,Petrol
Ignis,Maruti Suzuki,2021,557568,144461,Petrol
Carens,Kia,2023,606375,169661,Hybrid
Rapid,Skoda,2021,1886225,28135,CNG
Venue,Hyundai,2021,606375,121237,Petrol
Venue,Hyundai,2021,905231,147446,CNG
Dzire,Maruti Suzuki,2023,1097250,27443,Petrol
Swift,Maruti Suzuki,2023,1444000,37708,Diesel
Celerio,Maruti Suzuki,2021,758670,159534,Petrol
Celerio,Maruti Suzuki,2022,519750,142089,Petrol
Celerio,Maruti Suzuki,2021,907642,162107,Petrol
Ignis,Maruti Suzuki,2021,990000,47121,Petrol
Triber,Renault,2021,330000,16053,Petrol
Nexon,Tata,2023,1062138,45949,Petrol
Venue,Hyundai,2022,755135,20275,Diesel
Glanza,Toyota,2020,1140000,38416,Petrol
S-Presso,Maruti Suzuki,2023,1636470,76081,Diesel
Ignis,Maruti Suzuki,2021,1393920,167074,Petrol
Urban Cruiser,Toyota,2021,606375,109857,Petrol
S-Presso,Maruti Suzuki,2023,1727880,44348,Diesel
Kiger,Renault,2023,1414828,56635,Petrol
Bolero,Mahindra,2023,2194500,29581,Petrol
WagonR,Maruti Suzuki,2021,623700,156960,Petrol
Aura,Hyundai,2020,735680,42081,Diesel
Aura,Hyundai,2022,827640,125688,Diesel
S-Presso,Maruti Suzuki,2021,1386000,125765,Petrol
Ameo,Volkswagen,2020,775912,114212,Petrol
Innova,Toyota,2020,726000,128303,Petrol
Celerio,Maruti Suzuki,2021,905766,176173,Petrol
Aura,Hyundai,2021,454575,51969,Petrol
S-Presso,Maruti Suzuki,2023,1234200,170429,Petrol
Harrier,Tata,2021,1848000,45583,Petrol
Superb,Skoda,2022,532034,67914,CNG
Urban Cruiser,Toyota,2022,1619887,134414,Petrol
Jazz,Honda,2022,1034550,136285,Petrol
Astor,MG,2023,552667,82694,Diesel
S-Presso,Maruti Suzuki,2020,538650,154301,Petrol
WR-V,Honda,2021,2194500,10611,Petrol
Astor,MG,2021,568575,21010,CNG
WagonR,Maruti Suzuki,2023,618987,77611,Petrol
Aura,Hyundai,2020,1272810,91756,Diesel
Urban Cruiser,Toyota,2022,1299375,134808,Diesel
Tigor,Tata,2023,1280083,64453,Petrol
S-Presso,Maruti Suzuki,2020,2090000,36932,Petrol
Ertiga,Maruti Suzuki,2021,2032800,49104,Diesel
Baleno,Maruti Suzuki,2022,1507172,58180,Diesel
Magnite,Nissan,2022,1398993,171362,CNG
EcoSport,Ford,2021,588038,96142,CNG
Ignis,Maruti Suzuki,2023,1900000,36346,Petrol
Ignis,Maruti Suzuki,2022,792789,64781,Diesel
Tigor,Tata,2021,495589,109702,Petrol
Jazz,Honda,2021,1929906,39417,CNG
Alto,Maruti Suzuki,2022,2006400,16249,Diesel
S-Presso,Maruti Suzuki,2020,484000,40922,Electric
Baleno,Maruti Suzuki,2021,639157,91651,Petrol
Innova,Toyota,2023,957000,97601,Petrol
Celerio,Maruti Suzuki,2022,1446984,88176,Petrol
WagonR,Maruti Suzuki,2020,1197000,11471,Diesel
Creta,Hyundai,2022,897750,24095,Petrol
i20,Hyundai,2023,1254000,168657,Petrol
Ertiga,Maruti Suzuki,2021,990000,26341,Petrol
Fortuner,Toyota,2020,651142,59602,Petrol
WR-V,Honda,2020,363825,31436,Hybrid
EcoSport,Ford,2020,419265,122999,Diesel
S-Presso,Maruti Suzuki,2021,348480,143249,Petrol
Altroz,Tata,2022,1211250,110199,Petrol
Celerio,Maruti Suzuki,2023,1363725,99952,CNG
Harrier,Tata,2020,1173942,133787,Petrol
ZS EV,MG,2020,847000,21916,Diesel
S-Presso,Maruti Suzuki,2020,900622,135607,CNG
Seltos,Kia,2022,602910,60999,Petrol
S-Presso,Maruti Suzuki,2023,1579776,45034,Petrol
S-Presso,Maruti Suzuki,2022,285000,166786,Petrol
Alto,Maruti Suzuki,2023,353707,89819,Petrol
WagonR,Maruti Suzuki,2023,1000486,83171,Petrol
Fortuner,Toyota,2021,630306,80177,Diesel
Baleno,Maruti Suzuki,2020,722304,47772,Petrol
Sonet,Kia,2020,808500,11151,Petrol
S-Presso,Maruti Suzuki,2021,801900,143391,Diesel
Ignis,Maruti Suzuki,2020,953040,164991,CNG
Ameo,Volkswagen,2020,1045000,23185,Petrol
Ignis,Maruti Suzuki,2022,346500,104049,Diesel
Glanza,Toyota,2020,893851,126067,CNG
Aura,Hyundai,2021,313500,136627,Petrol
S-Presso,Maruti Suzuki,2021,1346400,147699,Petrol
Venue,Hyundai,2020,924060,52596,CNG
Swift,Maruti Suzuki,2023,446737,120095,CNG
Ignis,Maruti Suzuki,2022,578550,91325,Petrol
Glanza,Toyota,2021,363000,140206,Electric
Ertiga,Maruti Suzuki,2022,1848000,21131,Petrol
Triber,Renault,2022,1175625,117173,CNG
Ertiga,Maruti Suzuki,2023,1430000,31282,Diesel
S-Presso,Maruti Suzuki,2023,1072500,121011,Diesel
Sonet,Kia,2022,672043,61621,CNG
S-Presso,Maruti Suzuki,2021,356400,28160,Petrol
Jazz,Honda,2021,804650,15338,Petrol
Nexon,Tata,2023,1197000,42865,Diesel
Tiago,Tata,2023,363000,146387,Petrol
WR-V,Honda,2021,2061675,13530,Hybrid
Taigun,Volkswagen,2022,921690,141096,Petrol
Ertiga,Maruti Suzuki,2023,342000,150410,Petrol
WR-V,Honda,2021,1069818,168346,Electric
Swift,Maruti Suzuki,2021,454575,66128,Diesel
Dzire,Maruti Suzuki,2020,992750,18838,Diesel
Dzire,Maruti Suzuki,2023,434315,174098,Diesel
Urban Cruiser,Toyota,2022,1029105,163613,Diesel
Altroz,Tata,2020,1067330,52497,CNG
Ignis,Maruti Suzuki,2022,420027,81119,Petrol
Venue,Hyundai,2021,381150,19560,Petrol
Ignis,Maruti Suzuki,2023,803594,103194,Petrol
S-Presso,Maruti Suzuki,2023,1244100,72452,Petrol
Ignis,Maruti Suzuki,2021,1296084,55053,CNG
Swift,Maruti Suzuki,2021,993168,24984,Petrol
S-Presso,Maruti Suzuki,2020,1045440,117144,Petrol
F-Pace,Jaguar,2023,1796850,117223,Petrol
S-Presso,Maruti Suzuki,2021,478500,76081,Petrol
Glanza,Toyota,2021,1161600,124986,Petrol
Dzire,Maruti Suzuki,2021,877800,22868,Petrol
Dzire,Maruti Suzuki,2023,164889,96637,Diesel
Urban Cruiser,Toyota,2020,1848000,27047,Petrol
Seltos,Kia,2022,347130,56301,Diesel
Baleno,Maruti Suzuki,2021,1149984,154969,Petrol
Q7,Audi,2023,331600,80607,Hybrid
Ameo,Volkswagen,2020,1881000,25420,Petrol
Celerio,Maruti Suzuki,2021,475200,117985,Diesel
Baleno,Maruti Suzuki,2020,2299000,24813,Electric
Celerio,Maruti Suzuki,2020,1653696,96208,Petrol
Altroz,Tata,2021,1600104,95856,Petrol
S-Presso,Maruti Suzuki,2022,1881000,39838,CNG
Harrier,Tata,2021,1396500,43067,Petrol
Hector,MG,2021,831654,75216,CNG
Ignis,Maruti Suzuki,2023,941826,103363,CNG
Fortuner,Toyota,2023,1508220,37001,Petrol
Celerio,Maruti Suzuki,2021,996652,107371,Petrol
Astor,MG,2022,502425,74801,Petrol
Celerio,Maruti Suzuki,2020,411468,127790,CNG
Celerio,Maruti Suzuki,2020,990000,160495,Petrol
Amaze,Honda,2023,1410750,134514,Petrol
S-Presso,Maruti Suzuki,2020,1320000,154110,Petrol
Glanza,Toyota,2020,960062,59694,Diesel
Ignis,Maruti Suzuki,2020,975744,125030,Petrol
Dzire,Maruti Suzuki,2022,376884,97337,Petrol
Celerio,Maruti Suzuki,2021,1524600,168128,Petrol
ZS EV,MG,2020,1789590,93094,Petrol
Harrier,Tata,2023,609840,123657,Petrol
Dzire,Maruti Suzuki,2020,1353750,14185,Petrol
Alto,Maruti Suzuki,2020,508200,177447,Diesel
Baleno,Maruti Suzuki,2021,1219680,112889,Petrol
Ertiga,Maruti Suzuki,2022,1425600,18484,Petrol
WagonR,Maruti Suzuki,2023,1254528,159987,Diesel
Altroz,Tata,2020,440000,21760,Petrol
Aura,Hyundai,2021,1195480,48546,Petrol
Grand i10,Hyundai,2022,374062,174413,Hybrid
Aura,Hyundai,2020,1714750,21070,Petrol
S-Presso,Maruti Suzuki,2023,589512,86766,Petrol
Aspire,Ford,2020,2090000,38638,Petrol
Baleno,Maruti Suzuki,2021,647288,172032,CNG
XUV500,Mahindra,2021,1848000,24855,Petrol
Aspire,Ford,2021,1818300,93369,Petrol
WR-V,Honda,2022,840054,99002,Diesel
Celerio,Maruti Suzuki,2020,1336500,138304,Diesel
S-Presso,Maruti Suzuki,2022,1540000,14605,Diesel
Baleno,Maruti Suzuki,2022,826848,81903,Petrol
Taigun,Volkswagen,2022,606375,32590,Hybrid
S-Presso,Maruti Suzuki,2021,1161600,30994,Diesel
Celerio,Maruti Suzuki,2021,1108397,162718,Petrol
Kiger,Renault,2023,606375,132057,Diesel
WR-V,Honda,2020,762300,106801,Petrol
Dzire,Maruti Suzuki,2020,1254081,90961,Electric
Ignis,Maruti Suzuki,2022,1143450,135159,Diesel
S-Presso,Maruti Suzuki,2023,660000,26611,Diesel
Celerio,Maruti Suzuki,2022,363000,19876,Petrol
Carens,Kia,2022,880000,33313,Petrol
Glanza,Toyota,2021,330000,20265,Diesel
Venue,Hyundai,2020,869022,169432,CNG
Venue,Hyundai,2022,987525,111043,Petrol
Slavia,Skoda,2024,600000.0,20000,Petrol
